idx,lat,long
2623,29.61385278,-90.67662778
2622,29.86659444,-90.06906111
2621,29.46977222,-90.62915833
2620,29.85524722,-90.06517778
2619,29.72492278,-89.80059722
2618,29.46977222,-90.62915833
2617,29.56833333,-90.3725
2616,29.39055556,-90.80222222
2614,29.22343,-91.077619
2613,30.04187778,-90.95356944
2612,30.48543,-90.7374
2611,29.21382222,-90.46615833
2610,29.92730556,-91.20434722
2609,29.21382222,-90.46615833
2608,29.92730556,-91.20434722
2606,29.56972222,-89.51222222
2605,30.827449,-93.28937
2604,30.03598056,-93.24940278
2603,29.21055556,-89.05194444
2602,30.03723333,-93.25518333
2599,30.00551667,-91.11336111
2598,29.90781389,-91.22461389
2597,29.77722222,-93.40388889
2596,30.412817,-90.071095
2595,29.693899,-90.101699
2594,30.468444,-90.147267
2593,29.70378,-90.10567
2592,30.2598,-90.700125
2591,30.117435,-93.405134
2590,30.18637,-93.30649
2589,29.16915,-90.151575
2588,29.70677778,-91.21797222
2587,29.73638889,-93.87084722
2586,30.03987778,-90.439875
2583,29.126733,-90.879538
2582,29.758139,-90.103369
2581,29.999294,-90.391411
2580,29.92556,-89.94889
2579,29.210797,-90.032711
2578,29.415263,-90.604752
2577,30.026822,-90.117036
2576,29.399594,-90.994231
2575,29.703778,-90.1045
2574,29.612778,-90.876389
2573,29.939281,-90.277478
2572,29.7587,-89.785186
2571,29.251275,-90.68667222
2570,30.03828889,-90.43745278
2569,29.939728,-89.947375
2568,29.956064,-90.435922
2567,29.463772,-90.707986
2566,30.024556,-90.120917
2565,30.060617,-93.3641
2564,29.666,-92.25840556
2563,29.898294,-90.347578
2562,29.415264,-90.604753
2559,30.430492,-90.706664
2558,30.087178,-90.515294
2557,29.623136,-89.956606
2556,29.535489,-91.3911
2555,30.094444,-90.472222
2554,30.33547,-93.20066
2553,29.8502,-90.002981
2550,29.360438,-90.932644
2548,29.463243,-90.708734
2547,29.82483056,-93.35727222
2546,30.42852778,-90.49202778
2545,30.09591667,-90.60813889
2544,29.14471389,-89.13259444
2543,30.403925,-90.32400833
2542,29.03668333,-89.31829444
2541,29.40441667,-89.82166667
2540,29.59301389,-90.37196111
2539,29.69387778,-90.10149167
2538,30.02682222,-90.11703611
2537,29.64305556,-91.1075
2536,29.813418,-89.647048
2535,29.23907,-89.3629
2534,29.96104,-90.24258
2533,30.00986111,-91.13216667
2532,30.674072,-91.17632
2531,30.002364,-93.172175
2530,30.1842,-93.2737
2529,29.36611111,-90.12777778
2528,30.00986111,-91.13216667
2527,29.68862778,-90.09998333
2526,30.09523333,-90.78303611
2525,29.59411111,-90.04566667
2524,29.69479722,-91.30218333
2523,29.70277778,-90.10944444
2522,30.23240278,-92.112825
2521,30.05922222,-93.34931944
2519,28.16495111,-93.28030972
2518,30.22231667,-91.00593333
2517,30.37188889,-90.55875
2516,29.66877778,-89.26294444
2515,29.76976944,-93.35085833
2514,29.73754,-90.73335
2513,30.25255,-90.77705
2511,29.0466,-90.8054
2510,29.8129,-93.28328333
2509,29.81261111,-89.81753056
2508,30.25255556,-90.77876944
2507,29.36944444,-90.72083333
2506,29.32151111,-90.20126389
2505,30.059583,-93.687833
2504,29.69111667,-90.78994722
2503,30.110028,-92.303128
2502,30.564501,-90.943301
2501,30.005278,-91.1175
2500,30.06061667,-93.3641
2499,29.65778333,-90.75661389
2498,29.99322222,-93.33566111
2497,29.21079722,-90.03271111
2496,29.79694444,-91.67388889
2491,28.57202278,-88.01502417
2490,30.175843,-93.232346
2489,30.154319,-93.22354
2488,30.185086,-93.185239
2487,29.26466,-89.96054
2486,30.03486389,-90.44788611
2485,29.46194444,-89.55888889
2484,29.46111111,-89.55944444
2483,29.46194444,-89.55888889
2482,29.99571944,-93.3357
2481,29.46128333,-90.13951389
2480,30.51583,-91.20609
2479,29.94352778,-90.42761389
2478,30.017563,-91.185106
2477,30.323223,-90.968809
2476,29.92277778,-91.83777778
2475,29.91896389,-89.96828889
2474,29.71945278,-91.48414722
2473,30.23133889,-89.79795278
2472,30.1886,-91.0264
2471,29.64305556,-91.10611111
2470,29.40590556,-89.77900278
2469,30.05275,-90.5575
2467,29.70405556,-91.21652778
2466,29.89211667,-91.91213889
2465,29.42481389,-89.18941944
2464,29.41812778,-90.44862778
2463,29.654075,-91.131583
2462,30.26112,-93.32566
2461,29.57105833,-90.3816
2460,30.00576389,-92.774725
2459,29.98522222,-93.34238889
2458,29.21333333,-90.02944444
2457,29.69749722,-91.37226944
2456,29.56138889,-90.35805556
2455,29.98138889,-90.72083333
2454,29.39627222,-90.16781944
2453,29.50111111,-90.68277778
2452,29.75458333,-90.07931667
2451,30.41179,-91.262529
2450,29.825,-90.91344
2449,29.499294,-90.213072
2448,30.25255556,-90.77705556
2447,29.6668,-91.04181389
2446,29.28077778,-91.13961667
2445,30.02932222,-90.11987222
2444,30.15115,-90.13138333
2443,29.988,-91.46377778
2442,29.613375,-89.909564
2434,29.77666667,-92.31163333
2433,30.39806389,-90.57606667
2432,29.38589444,-89.90201389
2431,30.28297222,-90.73718889
2430,30.08599444,-90.53274722
2429,30.22866,-93.40444
2428,30.336,-91.27108333
2427,30.483806,-91.193383
2426,29.996096,-90.851874
2425,29.76214722,-91.39516389
2424,30.56836,-90.5045
2423,30.00527778,-91.1175
2422,29.95674722,-91.98266667
2421,29.29123333,-90.99650278
2420,29.89710278,-90.15653889
2418,29.70565833,-91.300425
2417,30.36459444,-90.07962222
2416,29.7559,-93.86523056
2415,29.71399444,-91.87757778
2414,29.70966389,-90.90224167
2413,30.32851111,-90.84962222
2412,29.73635833,-91.85563889
2411,29.193975,-91.10530833
2410,30.53167,-91.74592
2409,30.14295,-93.571558
2408,29.75762222,-93.3454
2407,29.32246944,-91.14205278
2406,29.55586667,-90.71911667
2405,29.21004444,-90.05357222
2404,29.26352778,-89.94977778
2403,29.52094167,-90.65803611
2402,29.21679278,-90.02581667
2401,30.03027778,-92.73944444
2400,29.57416667,-91.53833333
2399,29.590575,-90.83099722
2398,30.02525278,-90.12073889
2397,29.68958889,-92.22923611
2396,30.214175,-89.802535
2388,29.96261111,-89.91569444
2387,29.57543056,-90.74532222
2386,29.45611111,-91.09555556
2385,30.466843,-90.283803
2384,29.949022,-90.062394
2383,30.194303,-91.016059
2382,30.166435,-93.233914
2381,29.93250278,-90.29405556
2380,29.56708056,-90.73099167
2379,29.90826111,-91.21587778
2378,30.05666667,-93.30833333
2377,29.70305556,-91.36722222
2375,29.09331111,-90.86094444
2374,29.58603333,-91.11586667
2373,30.276486,-93.256294
2370,29.20689722,-90.03856667
2369,30.44701,-90.31805
2368,30.4625,-90.2038
2367,29.77723,-89.78079
2366,30.01509167,-91.12186389
2365,29.94352778,-90.42761389
2358,29.8755,-92.02205556
2357,29.68896111,-90.10153611
2356,29.68089722,-91.18620278
2355,29.74672778,-91.11138611
2354,29.59394167,-91.08551389
2353,30.196187,-93.299574
2352,30.279472,-93.436327
2351,29.785333,-91.527639
2350,29.16861111,-90.1525
2349,29.5104,-90.232767
2348,29.927222,-89.956111
2347,30.398081,-90.576593
2346,30.20033889,-93.36122222
2345,30.05345556,-90.52243056
2337,30.40723056,-90.431788890000007
2335,29.24145278,-90.2543222
2334,30.74907,-90.51119
2333,30.527207,-90.216536
2332,30.31215278,-90.93503889
2331,30.33104,-91.248769
2330,29.501053,-90.682798
2329,30.017563,-91.185106
2328,29.13941,-90.19056
2327,29.73937778,-91.68381667
2326,29.73756389,-91.69269444
2325,29.72445556,-91.69156389
2324,29.35694444,-90.25111111
2323,30.343311,-93.291116
2322,30.47553,-90.32793
2321,29.90786111,-91.215333330000007
2320,30.51196111,-90.42214444
2319,29.77714,-89.78084
2318,30.1711,-93.0775
2317,29.579444,-90.76309
2316,29.71963889,-91.48577778
2315,29.39838889,-90.70761944
2314,29.95373611,-91.98171389
2313,29.63451667,-89.94104722
2312,29.73356389,-90.53952778
2308,29.90075,-92.51369444
2307,29.13940833,-90.19056389
2306,30.27798333,-90.81411944
2305,29.86230556,-89.83094444
2304,28.956166670000002,-89.39744444
2303,30.32896,-91.273361
2302,30.41291,-90.940328
2301,30.43307,-90.40837
2300,29.56959,-89.79718
2299,29.70893,-89.9876
2298,30.50192,-90.31153
2297,29.447113,-90.23973
2296,29.60994722,-90.72908889
2295,29.28203333,-91.14034722
2294,29.20951389,-90.03368056
2293,29.98706111,-90.39949167
2292,29.977925,-90.86923611
2291,29.57203889,-90.38451944
2290,30.00136111,-93.50452778
2289,29.81498889,-91.54849722
2288,29.737075,-90.516475
2283,29.98880278,-90.40139722
2282,29.98553611,-93.34035278
2281,29.94498333,-91.02733056
2280,29.31452222,-89.73055278
2279,30.388983,-91.493317
2278,29.68455,-91.47061944
2277,30.4605,-90.135528
2276,30.054561,-90.650116
2275,30.06153333,-90.3835
2274,29.98991667,-90.40298611
2270,29.98972222,-93.26944444
2269,29.920556,-90.413333
2268,30.53167,-91.74592
2267,30.32009167,-92.04758056
2266,30.441496,-90.20169
2263,29.62327778,-90.06533333
2258,29.79896389,-92.13802222
2257,29.81388333,-91.55167778
2256,29.83544444,-93.68428611
2255,29.8559604,-90.661497
2254,29.414886,-90.778561
2253,30.276486,-93.256294
2252,30.1816746,-90.9241987
2251,30.06094444,-93.57417778
2250,29.61824167,-90.69161111
2249,28.99937222,-89.39316667
2248,29.99215278,-93.030025
2247,29.66803333,-91.13855833
2246,29.96261111,-89.91569444
2245,29.051325,-90.92658333
2244,29.47111111,-90.7675
2243,29.24145278,-90.25432222
2242,30.00925,-93.10008333
2241,30.31738,-93.35629
2240,30.33666944,-91.11446111
2239,30.41384444,-91.19860278
2238,30.904469,-91.735269
2237,29.90022278,-90.98953611
2233,29.90022278,-90.98953611
2232,30.28969722,-90.88898611
2231,29.39547778,-90.79743333
2230,30.331657,-90.899349
2229,30.03388889,-92.72653056
2228,29.82792222,-90.47533611
2227,30.17111111,-89.73444444
2226,30.08424444,-90.49
2225,29.82296389,-89.66174444
2224,29.69387778,-90.10149167
2223,30.21503889,-91.03244167
2222,29.6182,-90.69161
2221,29.4711,-90.7675
2220,30.20718,-90.86745
2219,29.131389,-90.193899
2217,31.4162,-92.4338
2216,29.54066667,-90.02386111
2214,29.83183333,-92.29958333
2213,30.27350556,-89.78825
2212,29.81050833,-93.33905556
2211,29.81050833,-93.33905556
2210,29.75897778,-89.45250278
2209,28.163276,-93.282172
2208,29.59011,-89.87385
2207,30.203527,-90.98728
2206,30.10176944,-90.85656389
2205,29.87322222,-91.98922222
2204,29.90537778,-90.88623889
2203,29.77930556,-92.18195833
2201,30.06129,-91.63918
2200,29.42277778,-90.44555556
2199,30.27350556,-89.78825
2197,30.24742778,-93.23116667
2196,29.37777778,-89.79111111
2195,29.62133333,-92.37286111
2194,29.5409,-92.30886944
2192,29.39281944,-90.29182222
2191,30.01561944,-91.10543889
2190,29.41408889,-91.00323889
2189,28.16026972,-93.35027083
2188,30.46704917,-90.79989306
2187,30.172815,-91.013597
2186,30.33333333,-90.06194444
2185,29.83888889,-89.95083333
2184,30.32906944,-90.84631389
2182,30.49461,-90.42575
2181,29.8155602,-92.0591331
2178,29.92055556,-90.41333333
2177,29.48341667,-90.23533056
2176,30.21795,-89.70337
2175,29.31452,-89.73055
2174,30.39135,-93.40835
2173,30.26627611,-93.18939917
2172,30.198539,-93.416828
2171,30.41806,-90.46083
2170,29.42752778,-90.29395
2169,29.34978889,-89.53873056
2168,29.613375,-89.90956389
2167,30.03011111,-92.73178611
2162,29.74768611,-93.67831389
2161,29.40751,-90.78887
2160,29.90279,-90.70918
2159,29.46,-90.41416667
2158,30.19516667,-89.75480556
2157,30.40729,-90.43116
2156,29.40917,-90.77943
2155,30.41405,-90.94444
2154,30.145,-91.595
2153,29.58965278,-90.95933056
2152,28.02618056,-90.50743417
2151,29.68833333,-90.805
2150,30.37666667,-90.16916667
2149,30.01916667,-90.32093889
2148,30.32805556,-90.83444444
2147,29.67575833,-91.22051111
2146,29.88386111,-91.18597222
2142,30.06249444,-90.38484444
2141,30.03858333,-92.74085556
2140,28.99686667,-89.34847778
2139,29.810834,-92.313052
2138,30.36825,-91.04681
2137,30.413800000000002,-90.078162
2136,30.3704,-91.13874
2135,29.104,-90.85253
2134,29.88330833,-91.20581389
2133,29.21023889,-90.03504444
2131,29.13138889,-90.19388889
2130,29.4075,-90.78888889
2129,29.76310556,-93.86645
2128,29.60455833,-90.66986111
2126,30.17694444,-93.27944444
2125,29.87145278,-91.99025556
2124,29.38560306,-89.52590278
2123,29.76647222,-90.90341389
2122,29.39027778,-90.27888889
2121,30.19666667,-90.97313889
2120,28.08113694,-93.33296
2119,30.09538889,-93.35945
2118,29.83027778,-92.38805556
2117,30.343337,-93.261293
2116,29.3559,-90.7735
2115,30.2299,-92.0646
2113,29.95920833,-90.131025
2112,29.74672778,-91.11138611
2111,29.71645556,-91.87806944
2110,29.66722222,-89.96388889
2108,29.76280556,-93.7481
2107,30.2325,-90.74833333
2106,29.77805556,-92.17083333
2105,29.87090278,-90.88881944
2104,30.21426389,-89.80190139
2103,29.75762222,-93.3454
2102,29.25752,-89.36108
2101,30.059583,-93.331769
2100,30.027,-90.61991667
2099,29.55923056,-90.71361111
2098,30.18637,-93.30649
2097,29.5894,-90.76254444
2096,29.92833333,-89.95944444
2095,29.85083333,-92.37388889
2094,29.96775,-92.16247222
2093,29.83498889,-90.05952222
2088,30.027,-90.61991667
2087,30.01753889,-90.53591944
2086,29.73753889,-90.73335
2085,29.12820556,-90.21665556
2084,29.390807,-90.252611
2083,30.119795,-93.35186
2082,30.07686389,-91.08151111
2081,30.32270278,-90.8406
2080,29.37911111,-89.78062222
2079,30.21484444,-89.80399722
2078,29.56600278,-90.36791944
2077,30.32833333,-90.84924167
2076,30.041242,-90.835744
2075,29.395083,-90.797983
2073,29.86268889,-91.49903333
2072,30.26416667,-90.79694444
2071,29.52397778,-89.48105833
2070,29.96261111,-89.91569444
2069,29.55916667,-89.58166667
2068,29.81555556,-92.05694444
2066,29.61398056,-90.492
2065,29.62361,-89.91583
2064,29.393614,-90.453425
2063,30.44869,-90.25848
2062,30.16194,-89.73908
2061,29.92572444,-90.62405944
2060,29.92556,-89.94889
2059,30.73083,-91.35916
2058,29.561341,-90.698734
2057,30.21638611,-89.80822222
2056,29.39508333,-90.79798333
2055,30.31084167,-90.83110833
2054,29.05717778,-90.807
2053,29.73169167,-91.68204444
2052,29.48702778,-90.97694444
2051,29.90088889,-90.35798611
2050,30.29018056,-91.10440278
2049,30.28033,-93.43771
2048,30.21283,-93.39891
2047,29.63042222,-90.75941667
2046,30.4297,-90.2069
2045,30.45127,-90.12227
2044,29.82206111,-93.33567222
2043,30.01381111,-90.52003056
2042,29.92572222,-90.62405833
2041,29.55965,-90.35552222
2040,29.58965278,-90.9654
2039,29.390825,-89.67086944
2034,30.02473889,-90.57985556
2033,29.55923056,-90.71361111
2032,30.07725,-93.28666
2031,29.345097,-90.630119
2030,29.15071667,-89.22576389
2029,30.05722222,-89.26777778
2028,27.94692028,-93.06061194
2027,29.79896389,-92.13802222
2026,29.762975,-93.88315
2025,29.54038889,-89.75299167
2024,29.19523889,-90.07403056
2023,30.05980556,-93.65733333
2022,30.40426667,-90.15666944
2021,29.66735,-91.06078333
2020,30.01298056,-90.51791111
2019,30.01528056,-90.52455
2018,29.590525,-90.37130833
2017,29.61916667,-91.08944444
2016,29.48472222,-89.99277778
2015,29.64012222,-90.68600278
2014,29.76155556,-91.7415
2010,29.56325556,-90.54553056
2009,29.50350556,-89.76740556
2008,29.76375278,-93.69635556
2007,30.25561,-90.780971
2006,29.98633,-93.23561
2004,29.77157222,-93.44497778
2003,30.028175,-92.72885833
2002,30.518626,-90.205805
2001,29.290569,-90.995972
2000,29.321614,-91.142017
1999,29.68111111,-91.22527778
1998,30.31322,-91.304701
1997,29.76375278,-93.69633333
1996,29.759275,-93.87603889
1994,29.131389,-90.193899
1993,30.31356,-93.25662
1992,30.5035,-90.4431
1991,30.617361,-91.2720278
1990,29.29056944,-90.99597222
1989,29.41285833,-90.70160194
1988,30.28722222,-90.37972222
1987,30.27255556,-90.81091667
1980,29.39375556,-89.7448
1979,29.391,-90.25147222
1978,30.18281,-90.9223
1976,29.39108,-90.80137
1975,30.150431,-93.335438
1974,30.487148,-90.909627
1973,30.341544,-91.118011
1972,29.94777778,-91.85166667
1971,29.40121667,-89.74400833
1970,29.83694444,-92.97138889
1969,29.28203389,-91.14034806
1968,29.32161389,-91.14201667
1967,29.72453056,-90.72408333
1966,29.21527778,-90.02916667
1965,29.33388889,-90.19694444
1964,29.55049222,-90.63338278
1963,29.77186389,-92.93264167
1962,29.83016667,-92.38786111
1961,30.15447,-89.737152
1960,30.24091,-93.41244
1959,30.259667,-90.702944
1958,29.59640833,-90.39276944
1957,29.378708,-90.622781
